,_id,crawl_time,nick_name,gender,province,city,brief_introduction,birthday,vip_level,tweets_num,follows_num,fans_num
1113,5384801243,1583817666,徽州反邪教,男,安徽,null,传播正能量，全民反邪教，共建富裕和谐美丽现代化新徽州,1970-01-01,未开通,47610,418,2592
1114,1298774173,1583817648,洹水杨柳风,男,河南,安阳,生于太行山下，长于红旗渠畔，山的风骨铸就杨的性格，水的滋润舒缓柳的情怀，警徽闪闪，精彩人生,1978-05-16,未开通,47,9,70
1115,5917911898,1583817668,唯爱G志翔,女,广东,null,null,null,未开通,271,235,76
1116,6462423408,1583817661,三石力,男,其他,null,null,null,未开通,1,17,1
1117,5526483656,1583817657,yyj含羞草,女,其他,null,null,null,未开通,4946,565,11373
1118,2045402292,1583817663,苏良大叔,男,浙江,杭州,2020，我要面对真实。原创科幻言情小说《让信念冲破苍穹》连载中，首发云起书院，QQ阅读搜索“苏良大叔”。,null,5级,4397,324,88093
1119,6400994888,1583817659,淮水小生0101,男,江苏,null,null,null,未开通,808,148,32
1120,7274316462,1583817663,用户7274316462,男,其他,null,null,null,未开通,2,33,1
1121,6901994610,1583817661,我们直播,女,北京,null,我们视频旗下直播栏目，有偿征集突发新闻、爆料供稿、核心现场，发送至微信 wmsp_pz或邮箱wmsp_pz@163.com 。,1983-11-22,5级,2167,40,204942
1122,6479884566,1583817660,大自然-爱好者,男,黑龙江,null,null,null,未开通,2332,273,81
1123,7142501996,1583817661,北北的大房,女,其他,null,null,null,未开通,3668,409,320
1124,1915179682,1583817651,八哥哥12345,男,其他,null,null,null,5级,1268,78,686
1125,7245395107,1583817662,大巴家要有面包,男,其他,null,null,null,未开通,49,55,10
1126,1248924493,1583817649,长江网_留言板,男,湖北,null,"长江网（www.cjn.cn）是中央网信办批准的综合新闻网站,由长江日报报业集团主办。",0001-00-00,未开通,46496,432,259485
1127,6426687368,1583817669,墨青砚,女,其他,null,null,0000-06-22,4级,385,56,33
1128,7271948132,1583817661,悟斩168,女,山西,null,null,2003-03-21,未开通,47,181,6
1129,6646376322,1583817669,这夜得风儿吹,女,安徽,六安,null,null,1级,1454,91,61
1130,6417883390,1583817660,Guo0209,男,其他,null,null,1990-02-09,未开通,5,44,10
1131,2363013004,1583817653,素时流年99,女,浙江,杭州,null,null,1级,9241,327,362
1132,5905902825,1583817668,messforever,女,山西,太原,null,null,未开通,137,193,50
1133,6533464116,1583817671,菇凉儿呀,女,湖南,null,null,1999-09-29,未开通,397,276,68
1134,1847116872,1583817663,燕子sxsxsx,女,浙江,null,全微博最贵的水军，专业灌水带节奏，附送撕逼服务，一次200W起步，穷人免费。,1992-02-19,6级,115555,1281,505534
1135,7365862550,1583817671,少年Rascal,女,其他,null,这是个小号,null,未开通,233,308,5
1136,2801981010,1583817654,快乐生活2016,女,广东,深圳,null,0001-00-00,未开通,13976,239,543
1137,1919999491,1583817663,天府龙泉,男,四川,null,先进汽车智造区 美好生活品质城——敬请关注中共成都市龙泉驿区委宣传部官方微博 （违法有害信息投诉电话：028-84848848）,01-01,3级,42373,579,410825
1138,1868444654,1583817651,绚烂玄生,女,天津,和平区,null,0001-00-00,未开通,577,322,120
1139,2988609581,1583817665,Annmoooon,女,江苏,null,null,1994-04-20,未开通,1181,418,744
1140,3027506744,1583817655,摩德天,男,天津,和平区,null,null,未开通,3302,373,124
1141,1016206193,1583817649,做梦也能减肥,女,北京,东城区,null,1978-01-18,未开通,395,113,16
1142,6865550979,1583817661,荏苒时光47,女,广东,null,无~,null,未开通,508,518,105
1143,1240911507,1583817648,难得不糊_,男,北京,null,null,1959-11-09,未开通,68490,352,167348
1144,2192648763,1583817653,白食麻衣,男,其他,null,Free as a Bird.,天蝎座,6级,22535,412,486
1145,5591229501,1583817658,星河与你皆璀璨,女,其他,null,思君不见下渝州,null,未开通,3101,418,52
1146,2865188302,1583817666,_踉蹌路人在街角,男,江苏,南京,也许在不知不觉中你已经走进我的生命，亦或许我们仅仅才擦肩而过，但是我的人生却早已有了你的影子！,1993-10-12,6级,405,887,2827
1147,5476488751,1583817658,美凌格bingo,男,其他,null,不用说破的默契 是心动的距离,null,1级,20,229,102
1148,6907118258,1583817670,要和小熊,男,其他,null,不吃胡萝卜,水瓶座,3级,1512,398,148
1149,6376717910,1583817669,战神XJX,女,河北,null,Love U U!,摩羯座,未开通,311,85,51
1150,3944553920,1583817657,咸宁那些事,女,湖北,咸宁,咸宁最全、最正、最优新闻资讯！咸宁大小事、优惠打折，吃喝玩乐，衣食住行！我们在咸宁，亲！欢迎@咸宁那些事,1983-02-01,1级,3326,2626,110052
1151,5766671879,1583817668,吼哈吼哈_格子,男,江苏,徐州,null,1983-10-01,4级,884,267,99
1152,6979154720,1583817671,新闻河西,女,其他,null,null,null,未开通,2801,90,1614
1153,2521279123,1583817654,我爱汉口北网,男,湖北,武汉,"我爱汉口北(www.52hkb.com)是武汉汉正街北迁后汉口北部（即黄陂南地区）最优质的社区门户网站,是盘龙城居民生活交流的网络平台!",null,未开通,2101,317,510
1154,7274177506,1583817662,上弦弥歌oxx,男,其他,null,吃瓜大叔,狮子座,未开通,108,107,3
1155,5886157892,1583817658,66Kyo,男,其他,null,一个不值得被爱的人,1998-06-06,1级,186,555,118
1156,5993800140,1583817668,考上了研再改名,男,湖北,null,庚子平安,2017-10-15,2级,20,160,54
1157,1261321405,1583817649,创新二哥,男,北京,null,和田籽料，南红，绿松石，翡翠，阿拉善玛瑙，橄榄核雕 文玩核桃等收藏方面有资深研究。,null,7级,43039,6998,3158240
1158,3155320410,1583817665,佳瑶stef,女,其他,null,越来越不可爱女孩,1935-09-29,3级,3326,650,2079
1159,6568330776,1583817661,向着太阳笑Kris,女,其他,null,坚韧，淡定,1997-06-18,1级,8673,203,172
1160,1969927143,1583817652,南宁交警,男,广西,南宁,广西壮族自治区南宁市公安局交警支队官方微博，欢迎大家关注和交流。温馨提示：遇到交通事故报警和求助，请及时拨打122报警电话！,01-01,未开通,14691,155,239690
1161,6001386400,1583817668,孤单颤抖蝉,女,西藏,昌都,null,1988-05-02,未开通,107,630,14
1162,6570918064,1583817661,忆朱砂痣与白月光,女,其他,null,当代沈眉庄,2000-06-05,1级,6675,890,53
1163,1731169267,1583817650,新华体育,男,北京,西城区,新华社体育部围脖。无体育，不快乐！权威、及时、准确的体育资讯，新鲜、全面、丰富的体育观点。爆料邮箱：duiwolai@yahoo.com.cn,0001-00-00,未开通,52168,282,4996222
1164,6587797558,1583817660,沉沉沉沉沉醉,女,浙江,null,自由散漫,2003-09-14,未开通,4,17,2
1165,2178735607,1583817653,姚小咲,女,其他,null,一颗钉歪了的螺丝钉,1992-05-30,未开通,2785,447,267
1166,2534404941,1583817654,糖豆儿____,女,江苏,null,不骄 不躁 戒熬夜,2009-03-28,2级,3518,370,411
1167,6600087859,1583817670,-Shirley-豆,女,其他,null,想发什么就发啥啦   ☘☘,2000-10-20,2级,272,96,25
1168,5314081841,1583817657,唐小只同学冲鸭,女,湖南,常德,null,1999-02-16,未开通,36,21,3
1169,7338927767,1583817662,灰丶呆货,女,山西,null,略略略,1972-08-18,未开通,118,85,8
1170,2000016880,1583817651,楚天交通广播,男,湖北,武汉,打开收音机，最爱927！调频FM92.7兆赫 楚天交通广播（湖北省应急广播）——湖北最专业的交通电台 在线收听：http://927.hbtv.com.cn/,2015-03-21,4级,105479,975,9553237
1171,5971628870,1583817659,胖胖吃吃不胖胖,男,其他,null,我将无我，不负人民,1998-08-20,1级,885,600,78
1172,2965453711,1583817655,gisen_6,男,浙江,杭州,都是练出来的,0001-00-00,未开通,562,85,18
1173,6112284301,1583817660,yuoek,女,广东,null,少抱怨 多做事 尽全力 不后悔 ​,2018-04-24,未开通,58,103,22
1174,6846514580,1583817661,Ariel·霖,女,湖南,null,一生所求，爱与自由。,水瓶座,未开通,840,294,70
1175,6418921036,1583817670,辺考学辺生活考不上不改名,女,北京,null,MUTSUKI,1997-01-04,6级,2283,351,532
1176,6589224980,1583817660,兔子最爱香菜,女,江苏,南京,我爱帅哥,1998-05-07,未开通,290,150,37
1177,5311250163,1583817657,龙凤成强_果姥爷,男,北京,null,走进人群找不出的一位极普通的人,null,未开通,3693,671,393
1178,5768382697,1583817659,金King95,男,山西,null,凡事一定要积极，但不要心急。,1995-10-18,1级,856,667,2895
1179,5305384027,1583817657,海边山崖,男,江苏,淮安,null,1969-10-28,未开通,66,39,10
1180,6071915831,1583817668,-柑橘叶-,女,河南,郑州,广泛撒爱 本质话痨,01-01,未开通,1322,196,73
1181,3869803947,1583817666,豹头大哭的柠檬Fall,女,海外,哥伦比亚,多看世界少做梦,null,未开通,524,103,103
1182,1550399472,1583817649,贝壳里的夏天,女,湖北,武汉,新年新气象,0001-00-00,未开通,48,44,132
1183,2398303381,1583817664,平浪明,男,其他,null,Just so so.👾,金牛座,4级,626,120,980
1184,6828983739,1583817662,盈仔爱吃咸蛋黄,女,广东,广州,一本正经胡说八道的戏精.,null,未开通,888,417,31
1185,3096564851,1583817665,长江大学文理学院人文与传媒系,女,湖北,荆州,人文学子凌云上，敢与日月争光芒。长江大学文理学院人文与传媒系官方微博。,0001-00-00,未开通,2054,111,1518
1186,1727159662,1583817650,xushaoqi2002,女,海外,荷兰,话唠，偶尔抽风，偶尔正经，底线奇低,null,未开通,20293,214,342
1187,2177412401,1583817652,北海发布,男,广西,null,北海市，两千年前，它是“海上丝绸之路”始发港；十九世纪，它是“洋楼矗起，巍然并峙”的“开埠第一城”；1984年，它是中国首批沿海开放城市；2010年，它…,01-01,未开通,43191,615,2353590
1188,5983932698,1583817659,不知人间月,男,浙江,杭州,凛冬尽散，星河长明,1997-08-08,1级,320,113,50
1189,6363756187,1583817669,昆明医科大学第一附属医院,男,云南,null,null,null,未开通,90,7,405
1190,2855879901,1583817665,今天又漂亮了嘛,女,河南,郑州,null,1999-06-06,未开通,114,298,353
1191,6714711959,1583817661,王哈皮要上天惹,女,湖北,null,学校是人生的一小部分。,2018-09-20,未开通,136,151,30
1192,6671905594,1583817660,冷瞳少女_zz_,女,内蒙古,兴安盟,蜗牛的爱情,1973-02-14,未开通,73,264,16
1193,5335748498,1583817658,AD奶盖的原味乐事,女,重庆,null,快落追星,2001-06-17,3级,2307,377,222
1194,1816629571,1583817651,橡皮几个球,女,湖南,湘潭,一起成长一起变老,null,未开通,3486,391,476
1195,2314149880,1583817664,琳小兔是学渣,女,其他,null,天使在人间 👼,0001-00-00,未开通,2475,132,177
1196,1832897150,1583817663,TOPKINO,女,湖北,武汉,淘宝店铺：TOPKINO和風 / TOPKINO手作 工作微信：TOPKINO-,null,2级,86,163,1543
1197,6054545819,1583817668,用户6054545819,男,河北,null,理财投资购彩,1972-01-09,未开通,515,405,48
1198,2137016430,1583817664,番茄洋葱拌沙拉,女,广东,深圳,有点无聊,1995-04-15,未开通,157,118,23
1199,1650926392,1583817650,微视频天下,男,浙江,杭州,倚楼听风雨，淡看江湖路！,巨蟹座,3级,6244,705,6953
1200,6559186508,1583817669,柠檬冰红茶hao,男,河南,null,派大星，我们一起去捉水母吧！,2002-04-19,未开通,5,18,5
1201,3474008570,1583817656,成都市红十字会,男,四川,成都,null,null,未开通,8426,194,940
1202,1668310622,1583817662,小豆丁496,女,吉林,长春,我就是南瓜儿～！,null,未开通,2472,250,355
1203,1916500337,1583817663,Moon零下9度,女,海外,null,let it be ......,天蝎座,未开通,810,322,998
1204,1532968055,1583817650,鸠鸽,女,北京,石景山区,记音乐,1987-10-08,3级,8161,693,308
1205,5041898182,1583817667,狗系大佬,女,河南,郑州,也要让后来人生值得。,1995-01-29,未开通,15,106,142
1206,2812380383,1583817665,猪小壕,男,其他,null,像我这样聪明的人，早就告别了单纯。,0001-00-00,未开通,1838,69,5789
1207,5016936394,1583817656,起司甜饼_,女,重庆,沙坪坝区,“玻璃晴朗 橘子辉煌”,1997-07-15,1级,178,235,173
1208,1738399403,1583817649,爱情奇迹物语,男,其他,null,快点击关注，不然就错过了……,null,未开通,765,1074,2371
1209,1652888655,1583817650,纸巾,男,广东,广州,我思故我在,0001-00-00,未开通,50814,2560,1157
1210,3092736271,1583817655,EOF莫在意,女,浙江,宁波,meteorology,2004-12-19,1级,381,297,210
1211,2445643843,1583817653,隐昭阳,男,辽宁,null,没有腹肌，只有肚腩。,1998-06-22,6级,382,574,6406
1212,5714378617,1583817668,嗯尘归尘土归土,男,四川,广元,红卫兵太多,null,4级,4788,2107,643
1213,5043101733,1583818292,都江堰司法,男,四川,成都,null,1980-12-04,1级,15275,874,19732
1214,2630570525,1583818280,青春山东,女,山东,null,null,水瓶座,5级,57167,755,2456120
1215,5872244744,1583818284,弘毅书僮,男,湖南,null,士不可以不弘毅，任重而道远。,1998-06-01,5级,8890,1355,949
1216,2753903255,1583818290,蒙小冰,女,浙江,杭州,无平静，怎么会平淡,1987-02-09,未开通,249,146,147
1217,6333942582,1583818295,视频少年,男,浙江,null,给您分享最优质、最搞笑、最有料的视频。,null,未开通,22938,245,85827
1218,3959465958,1583818282,纳米小粥道,男,四川,自贡,我的家乡可以逛吃逛吃逛吃。,1987-09-26,未开通,533,728,276
1219,5961092424,1583818284,听居居的话,女,湖北,武汉,会唱国歌的人，祖国会带他回家,2000-04-16,1级,468,159,44
1220,1884759937,1583818277,我一直走-不肯回头,女,山东,菏泽,眼眸有星辰，心中有山海。,双子座,4级,4447,258,261
1221,1854241814,1583818277,八宝兔丁,女,广东,湛江,lose control...Hey Hey...,水瓶座,未开通,2646,542,297
1222,5501847724,1583818283,吹响书写婶,女,其他,null,管理是一曲流畅的乐章 当语言不能表达的时候音乐应该响起,0001-00-00,5级,8731,736,347
1223,2574881301,1583818291,华晨宇2020胖成猪猪,男,海外,null,看什么看 暴躁你爹,1927-03-09,4级,39095,197,696
1224,6327628530,1583818286,搞笑视频大奇葩,男,浙江,null,行走在路上的过气网红,1994-05-30,未开通,12387,268,27750
1225,5172707131,1583818282,im八分之一,女,北京,null,💚Tomorrow will be fine.,水瓶座,1级,796,135,721
1226,2562835567,1583818279,JapanStory,男,海外,日本,僕の目から見た日本,null,未开通,2466,753,4883
1227,6421121112,1583818295,大咖热点,男,北京,东城区,null,水瓶座,4级,5876,124,421222
1228,5977862835,1583818294,祖传笑话,女,湖南,长沙,我的祖传笑话，你还没笑抽，那是我失职了,null,1级,15279,331,12904
1229,5827909367,1583818283,江干残联,男,浙江,杭州,null,2002-07-19,未开通,7444,40,354
1230,7244603342,1583818286,金融街电讯全球总编,女,河南,null,CECU中国企业资本联盟 华旗（中原）企业家俱乐部,2019-07-19,未开通,4010,5274,1646
1231,2013476022,1583818278,活鱼Joy,女,其他,null,不要爱世界，人若爱世界，爱父的心就不在他里面了。,01-01,未开通,10246,1170,426
1232,3749837923,1583818281,ni是魔鬼呀,女,其他,null,一般的人不会看，看上的人不一般,摩羯座,5级,7572,667,934
1233,3724558743,1583818292,LilySamaLuv,女,新疆,克拉玛依,追星(肖战)/汉服(明),null,6级,2334,107,12369
1234,7237310759,1583818296,Molly椛,男,其他,null,山不问结果，仍然傲然挺立，高耸入天；河不问结果，仍然奔流到海，不舍昼夜。,1949-04-23,未开通,1440,581,47
1235,5171896434,1583818282,是佩珈SAMA不是沛佳,女,吉林,长春,互联网非典型哈哈哈博主,1997-08-16,6级,3197,913,3080
1236,3947538496,1583818292,中国中医考研,男,其他,null,中医考研 公益平台 微信号：zhongguozhongyi777.网站:www.zgzyky.com,2014-03-05,未开通,2872,33,10535
1237,5053440834,1583818293,青秀发布,女,广西,null,null,2014-02-28,未开通,16824,422,44830
1238,7126605018,1583818286,各界新闻网官微,女,陕西,null,聚焦各界热点 解读政情民意,2013-10-10,未开通,14755,89,4707
1239,3740036332,1583818282,小潘同学想当学霸,女,广东,null,肥胖女孩 不想减肥只想吃吃喝喝,1997-07-01,4级,5984,389,380
1240,6421121141,1583818296,娱大鱼,女,北京,东城区,快乐是追星的唯一要义！,白羊座,5级,6024,84,616357
1241,5476332316,1583818293,罗翁呆,女,其他,null,内心10后，永远年轻,双鱼座,4级,1792,149,87
1242,7093323527,1583818296,Pisigomet,男,陕西,西安,"Est-ce que la réalisation de l'absurde nécessite le suicide ? Non, elle nécessite la révolte.",1998-06-18,2级,24663,4955,118
1243,5745327786,1583818294,MXCompanionship,女,广东,null,爱自己吧！毕竟爱别人都会受伤！,天秤座,1级,4927,135,151
1244,1352269764,1583818287,SUPER创投,男,北京,null,宏观经济研究员 K线精美形态学创作者,0001-00-00,6级,6118,116,142289
1245,6115248076,1583818286,浪迹天涯律师,男,江西,南昌,为天地立心，为生民立命，为往圣继绝学，为万世开太平！,1990-08-15,6级,1561,2256,45999
1246,3793930953,1583818291,随便tutu,女,四川,绵阳,我曾坠入无边黑暗，你是混沌唯一光亮。,2000-09-10,5级,8290,912,21219
1247,5173623686,1583818292,南岗区法院,男,黑龙江,哈尔滨,null,2014-06-10,未开通,10971,55,1429
1248,5034228888,1583818282,开平护城河,男,河北,唐山,生活充满正能量！来自草根有温度的声音！！,2014-02-13,2级,1264,463,1134
1249,2490580874,1583818290,为了家人学中医,男,河南,郑州,天人合一 中医养生 为了家人学中医 感谢伟大的中医药！,1979-01-01,未开通,21314,1766,640
1250,2074892415,1583818289,财经新看点,女,内蒙古,鄂尔多斯,分享全球财经资讯，分析未来经济趋势，欢迎关注@财经新看点,01-01,1级,9652,424,377270
1251,6344564236,1583818286,Kongkongwandering,女,重庆,null,就算世界动荡  再绝望也有微笑的勇气,金牛座,3级,10699,632,11025
1252,6275007444,1583818285,合肥反邪教,男,安徽,合肥,反邪教宣传工作人员，传播正能量的使者。,0001-00-00,未开通,49734,304,35956
1253,1951123110,1583818278,紧急呼叫,男,北京,null,我们视频《紧急呼叫》栏目，即时连通新闻最热点。,2016-01-01,5级,4546,175,934609
1254,1930627084,1583818278,烤小鱼干_晚睡多看,男,北京,null,烤鱼 | 听流行歌看流行片 | 墙头歇业率高达80%，网络散步的践行者，负债界的西西弗斯,01-01,6级,8691,780,703
1255,5238277271,1583818292,宜宾身边事,女,四川,宜宾,生活在宜宾 爱上身边君 合作/爆料/吐槽等可私信哦,null,6级,6822,246,157339
1256,5309624818,1583818293,文娓娓,女,四川,成都,人们去远方只是为了紧紧的搂住自己,1992-12-12,5级,1927,554,81924
1257,1784473157,1583818288,中国新闻网,男,北京,西城区,这里提供你不知道、想知道、不能不知道的新闻。,1999-01-01,6级,134872,1291,62281276
1258,2845817100,1583818280,Loyole,男,上海,浦东新区,“纸落南山下，拾来不忘本” ​​​， ​​​😊,1991-01-01,6级,989,42,683
1259,1974576991,1583818289,环球时报,男,北京,null,报道多元世界    解读复杂中国,01-01,6级,181745,704,26819325
1260,3725354495,1583818292,永宁统计,女,宁夏,银川,永宁统计局官方微博,2013-08-16,未开通,820,181,141
1261,2655984557,1583818279,南宁经开区,男,广西,null,广西南宁经济技术开发区竭诚欢迎天下客商!,0001-00-00,未开通,2107,43,1181
1262,3183471901,1583818291,中新社记者何蒋勇,男,浙江,宁波,新闻在路上 而你在哪里 欲知天下事 关注此微博,1984-07-12,5级,34559,2127,160125
1263,5138728146,1583818293,爱豆星娱乐,男,北京,null,娱乐新势力，乐享每一天,null,6级,20534,371,247983
1264,1596987345,1583818275,西安老方A,男,陕西,西安,华商网群众呼声版主 人民网 陕西网版主,0001-00-00,5级,63802,3066,131125
1265,1694751417,1583818276,仁术·渡人,男,四川,null,医乃仁术～渡人渡己。本博仅代表个人观点，与其他无关！,0001-00-00,未开通,16973,1043,4134
1266,5284761681,1583818294,嘈点君,男,广东,null,摄影、投稿、吐槽、推广,1994-12-19,6级,6757,478,103381
1267,2275345674,1583818290,人民网云南频道,男,云南,昆明,“人民网云南频道”官方微博,2011-08-19,6级,14745,881,342651
1268,1613256747,1583818288,裱画师徐恩培,男,江苏,泰州,潜心艺术，用心裱画，随心生活！,1967-06-26,4级,13781,478,6061
1269,1147590701,1583818276,vingofang,男,北京,null,null,null,未开通,10322,1205,283
1270,5872828878,1583818284,内蒙古反邪教,男,内蒙古,呼和浩特,守初心服务群众，担使命铲除邪教！,1990-01-01,6级,68692,2506,482618
1271,5872960861,1583818285,西北信息报,女,陕西,null,陕西省委、省政府、省工业和信息化厅的联合指导、管理、监督，西北信息报社主管、主办。,2016-02-29,未开通,22511,524,7930
1272,7372791273,1583818287,955seven,女,其他,null,null,null,未开通,5,2,1
1273,6530174599,1583818295,用户6530174599,女,重庆,null,null,null,未开通,99,141,2
1274,6284981650,1583818286,用户6284981650,男,其他,null,null,null,未开通,28,43,1
1275,6735253170,1583818287,馄饨加醋2018,男,其他,null,null,null,未开通,12,97,13
1276,2160206140,1583818278,霖霖PURPLE龍泰,女,香港,其他,💰💰💜💜朱朱朱一龍🍊🍊寶貝攏龍💚💜泰泰金泰亨🐯🐯珍貴金波羅💚💚/ 瑣碎嘢大雜燴／活在當下努力賺錢滿足需求💰💰,null,未开通,11851,734,15
1277,7392696854,1583818287,用户7392696854,女,其他,null,null,null,未开通,1,1,1
1278,2723712731,1583818290,春风ufo,男,河北,廊坊,爱祖国，爱人民，爱中华民族，爱社会主义。希望改革体现人民性，致力共同富裕。反对国企私有化，反对两极分化。——阳光的春风吹又生——从头再来。,0001-00-00,未开通,39983,2000,14769
1279,6182045585,1583818295,用户6182045585,男,其他,null,null,null,未开通,18,128,2
1280,5485210056,1583818283,娇宝贝的妈妈666,女,其他,null,null,null,未开通,50,37,7
1281,6015672184,1583818295,东山西枇杷,女,其他,null,null,2016-12-18,4级,187,197,101
1282,2545916647,1583818290,一日一道,男,北京,null,null,1949-10-01,未开通,1424,344,173
1283,2275284204,1583818278,少年伯爵,男,海外,澳大利亚,In the noisy confusion of life keep peace with your soul.,摩羯座,6级,756,388,76293
1284,6438647248,1583818296,余音_78281,男,北京,null,null,1992-04-12,未开通,477,85,14
1285,1633475915,1583818289,原野说娱乐,男,山东,null,原野，当代青年作家，原名：王鹏。著有：《原野文学集》、报告文学《长风破浪》、《白浪谣》等。,1987-01-10,1级,418,142,885
1286,1425131614,1583818288,肾上腺激素2778,男,其他,null,null,null,未开通,9496,451,320
1287,2741076361,1583818291,幸福的Annie,女,北京,海淀区,null,null,未开通,16206,3739,479
1288,7279644606,1583818287,独立日199609,男,湖南,null,null,1981-04-15,未开通,5108,306,27
1289,2660807713,1583818291,财经新媒体,男,北京,null,传承《财经》品牌，整合杂志独家内容，融合多媒体视听和交互设计，打造专属你的移动财经门户！,0001-00-00,1级,21776,396,1059782
1290,7015816615,1583818286,赵天延的博客,男,安徽,null,null,1963-06-28,未开通,264,80,15
1291,5288277104,1583818294,游场乐场乐游场,女,其他,null,,null,未开通,15471,1057,101
1292,3100860304,1583818281,财通社,男,香港,null,null,null,4级,18426,538,25385
1293,2638219861,1583818279,过客nina-lopez的世界很快乐,女,海外,荷兰,爸~哥弟叫NINA，妈~姐妹叫LINA，老师同学朋友同事叫LINDA，但出生证明DEOLINDA 所有证件是三个中文拼音，真正是个不懂中国的中国流浪小女人,0001-00-00,未开通,76812,853,982
1294,1322847342,1583818276,泉州那些事儿,男,福建,泉州,如侵联删，又被限流了😅,射手座,3级,3294,2221,30333
1295,2175751485,1583818278,蕴心力,女,其他,null,null,null,未开通,191,43,24
1296,1710886364,1583818276,时光流逝你的背影1947856081,女,湖南,null,null,null,未开通,4359,375,176
1297,7392602073,1583818297,霍乱时期的爱情202020,男,北京,null,null,1970-01-01,未开通,208,39,8
1298,1607046745,1583818288,FELIXFU_TENG,男,上海,null,"上海模特 时装模特、平面广告模特 工作邀约请私信,非诚勿扰 《当你开始与我为伍，那就是离经叛道的开始》行走的雕塑",1989-01-06,5级,2260,466,27511
1299,5309107385,1583818293,莞莞子,女,其他,null,莞是莞尔一笑的莞,null,未开通,1234,291,200
1300,1976162523,1583818278,手机用户1976162523,男,湖北,null,帅哥,null,未开通,44,22,46
1301,1786033493,1583818289,今年想发点财,女,广东,广州,null,null,未开通,6748,343,442
1302,7283451579,1583818297,夏沫0518,女,江西,null,越努力越幸运,2000-05-18,3级,769,238,243
1303,6689714728,1583818296,VivaLaBuckin,女,其他,null,。。。。。。,1998-03-19,1级,717,827,86
1304,5266438213,1583818294,夏天怎么还没过去,女,江苏,苏州,null,1994-01-21,未开通,16095,352,71
1305,5054647709,1583818293,集美冲啊,男,湖南,长沙,业务,null,1级,3058,1007,64224
1306,1866048154,1583818290,水城新津,男,四川,成都,新津——时尚水城、风情水城、欢乐水城欢迎您的到来！ 投稿邮箱：xinjin@vip.188.com,2011-01-01,未开通,21586,415,346883
1307,1738004582,1583818277,燕赵都市报,男,河北,null,河北省内最具影响力的平面媒体，民生立报、关注社会热点。打造包括燕赵都市报微博、官方微信、头条号、一点号、网易号等在内的燕都云媒,0001-00-00,6级,106665,1656,9328565
1308,5861929401,1583818284,哇咔咔啦啦咕噜啊,男,其他,null,Be yourself,1999-01-20,未开通,235,160,189
1309,5142953658,1583818294,挚爱的家_34368,男,江西,赣州,null,1959-07-04,未开通,1023,235,61
1310,2126665427,1583818278,大12大,女,湖北,孝感,我爱超长发,01-01,未开通,2703,1885,972
1311,5377411355,1583818283,小仙女的守护者逆风,男,新疆,null,等风等你……闲散自由的背包客……,null,1级,982,487,638
1312,7281161023,1583818296,豌豆苗LILY的9211,女,广西,桂林,要吃好吃的豌豆lilylily,null,未开通,5831,437,38
1313,7345490042,1583818287,娱乐天地新动向,男,北京,null,怎样才能更加自信～,2000-02-02,未开通,1000,467,21
1314,5578145712,1583818295,Andrew-Hozier-Byrne,男,海外,null,逃兵,1970-01-01,2级,854,117,50
1315,5629340751,1583818295,南国之南--思念不眠,女,海南,海口,愿有岁月可回首,null,未开通,30,66,32
1316,3687345235,1583818281,PineappleJustin,女,海外,日本,·你是三季人吧,白羊座,2级,987,218,705
1317,6067876964,1583818284,有责任心的沫沫-,女,山西,null,就想每天简简单单的生活,1996-02-17,1级,7125,289,753
1318,7286709996,1583818297,一不小心入了xx的坑,女,浙江,杭州,魔幻,天蝎座,2级,1555,252,1130
1319,6431350189,1583818296,心随浮动-,女,山西,null,每天开开心心就好 过好每一天,1996-05-11,未开通,7250,182,732
1320,5136838902,1583818282,苏小霞1007,女,浙江,null,如果真爱太难 那就独善其身,1994-10-07,1级,535,94,140
1321,3124877977,1583818280,水水水伤伤伤,女,广西,南宁,耳语，似睡非睡,1989-01-11,1级,390,480,82
1322,1678114371,1583818276,arelive5231314,女,安徽,芜湖,努力努力在努力,2000-05-11,未开通,23655,3285,864
1323,6480167516,1583818296,阿宇的Fareeda,女,江苏,苏州,"When the going gets tough, the tough get going.",null,6级,21593,913,494
1324,2126878957,1583818289,蓝天白云1120丫头,女,甘肃,兰州,哈喽,null,未开通,464,166,86
1325,6244308687,1583818285,当时只道是寻常w88,女,其他,null,我为你守候💛 💛 💛,2001-00-00,未开通,547,106,43
1326,3045712474,1583818291,瑞金发布,女,江西,null,暂无,null,未开通,3153,85,34554
1327,5678962915,1583818283,枕君的小妞,女,吉林,长春,null,2002-03-26,未开通,437,312,75
1328,2503569810,1583818291,Ssss等月光落雪地,女,广东,深圳,明天晴天,0001-00-00,未开通,843,765,487
1329,3483556281,1583818292,新津官方微博,男,四川,null,null,null,未开通,9917,167,3066
1330,1649113112,1583818288,燕无双,女,广东,null,有一种想贱不敢贱的伤痛。,1900-08-13,2级,1147,2055,2740
1331,5932101256,1583818295,清水张伟,男,甘肃,null,80后的新农人，生在农村，长在农村，工作在农村，服务在农村，做一辈子的农人，走父辈没有走完的路，干父辈没完成的事！,1981-08-13,6级,5314,2292,41334
1332,6112526877,1583818285,兰州微聚焦,男,北京,朝阳区,微博资讯来自于互联网，旨在提高信息传播量，我们会标注出处和署名，如有侵权请联系管理员删除。,null,5级,14879,1852,117785
